DATE,PS,T2M,RH2M,WD2M,WS2M,GWETPROF,CLOUD_AMT,TOA_SW_DWN,PRECTOTCORR_SUM,ALLSKY_SFC_SW_DWN
31/1/1981,98.77,21.75,32.25,59.06,2.5,0.48,,,0,
28/2/1981,98.56,26.19,22.19,71.06,2.54,0.44,,,0,
31/3/1981,98.44,30.58,27.81,86.5,2.05,0.41,,,5.27,
30/4/1981,98.33,31.62,41.81,201.12,2.6,0.41,,,31.64,
31/5/1981,98.5,29.76,63.81,232.19,2.76,0.44,,,63.28,
30/6/1981,98.65,29.24,66.88,220.25,2.53,0.48,,,226.76,
31/7/1981,98.71,26.22,80.5,228.06,2.12,0.59,,,226.76,
31/8/1981,98.71,25.94,82.75,226.25,1.7,0.62,,,221.48,
30/9/1981,98.72,25.77,83.62,222.06,1.56,0.73,,,205.66,
31/10/1981,98.6,26.53,74.88,204.44,1.38,0.66,,,0,
30/11/1981,98.7,23.57,50.94,89,1.88,0.55,,,0,
31/12/1981,98.7,23.46,35.69,79.81,2.02,0.48,,,0,
31/1/1982,98.66,24.12,24.94,41.94,2.52,0.44,,,0,
28/2/1982,98.53,26.64,26.62,65.75,2.46,0.42,,,10.55,
31/3/1982,98.41,30.31,29,70.38,2.66,0.41,,,5.27,
30/4/1982,98.32,31.87,46.81,234.5,2.85,0.41,,,36.91,
31/5/1982,98.51,29.34,66.56,229.31,2.74,0.45,,,131.84,
30/6/1982,98.74,28.13,70.62,218.94,2.34,0.48,,,147.66,
31/7/1982,98.73,26.79,76.06,223,2.16,0.52,,,147.66,
31/8/1982,98.74,25.87,80.62,223.75,1.94,0.53,,,163.48,
30/9/1982,98.69,26.83,77.56,217.31,1.56,0.55,,,110.74,
31/10/1982,98.59,27.23,70.44,220.12,1.66,0.51,,,58.01,
30/11/1982,98.67,24.69,43.5,89.12,1.79,0.47,,,5.27,
31/12/1982,98.7,24.4,28.5,58.12,2.4,0.43,,,0,
31/1/1983,98.98,21.69,19.88,60.25,3.54,0.41,,,0,
28/2/1983,98.6,28.43,18.69,68.31,2.76,0.41,,,0,
31/3/1983,98.53,29.6,15.94,66.5,3.19,0.4,,,0,
30/4/1983,98.3,33.31,32.38,151.38,2.18,0.4,,,15.82,
31/5/1983,98.32,32.8,50.56,220.75,2.88,0.41,,,79.1,
30/6/1983,98.66,27.82,75.69,224.38,2.32,0.52,,,247.85,
31/7/1983,98.68,27,78.88,225.19,2.07,0.56,,,163.48,
31/8/1983,98.81,26.76,76.81,214.56,1.81,0.55,,,116.02,
30/9/1983,98.72,26.55,77.81,202.19,1.69,0.56,,,195.12,
31/10/1983,98.68,26.53,59.75,130.12,1.65,0.53,,,0,
30/11/1983,98.74,26.62,41.25,104.06,1.72,0.46,,,0,
31/12/1983,98.7,25.8,30.62,75.06,1.93,0.43,,,0,
31/1/1984,98.68,23.94,20.56,72.75,2.6,0.41,21.95,31.21,0,21.63
29/2/1984,98.46,26.56,17.31,58.12,2.77,0.41,22.53,34,0,21.28
31/3/1984,98.27,31.28,28.81,284.88,2.56,0.41,45.55,36.64,0,22.73
30/4/1984,98.25,32.59,41.69,228.62,2.96,0.41,70.05,37.84,26.37,20.35
31/5/1984,98.38,29.4,65.44,211.81,2.89,0.43,60.76,37.7,116.02,21.53
30/6/1984,98.58,28.41,68.56,222.25,2.44,0.48,56.95,37.28,105.47,21.41
31/7/1984,98.6,27.51,70.06,206.75,2.22,0.48,66.33,37.31,110.74,19.72
31/8/1984,98.67,27.23,72.44,209.69,1.98,0.48,67.02,37.46,79.1,19.73
30/9/1984,98.63,26.33,78.94,210.19,1.8,0.5,69.08,36.73,174.02,19.67
31/10/1984,98.57,26.81,70,193.75,1.69,0.52,58.27,34.59,47.46,20.25
30/11/1984,98.59,26.87,43.69,108.25,1.69,0.46,24.88,31.8,0,19.7
31/12/1984,98.62,23.87,29.12,69,2.38,0.43,29.76,30.23,0,16.84
31/1/1985,98.55,26.19,23.81,52.62,2.46,0.41,35.91,31.27,0,19.82
28/2/1985,98.68,24.89,11.12,64.5,3.13,0.41,25.86,34.03,0,22.79
31/3/1985,98.26,31.07,23.75,87,2.44,0.4,63.82,36.62,0,22.53
30/4/1985,98.32,31.71,29.88,141.25,2.26,0.4,61.79,37.84,5.27,22.31
31/5/1985,98.36,31.92,53.06,228.81,3.3,0.41,66.55,37.7,47.46,23.16
30/6/1985,98.68,28.63,66.19,214.44,2.69,0.44,56.7,37.27,147.66,19.96
31/7/1985,98.73,26,78.94,211.94,2.04,0.52,69.98,37.3,189.84,18.61
31/8/1985,98.71,25.7,83.12,208.69,1.63,0.59,64.85,37.46,279.49,18.19
30/9/1985,98.64,25.53,84.38,219.06,1.59,0.7,58.99,36.73,184.57,20.45
31/10/1985,98.61,25.8,69.81,133.38,1.37,0.64,29.17,34.6,15.82,21.5
30/11/1985,98.6,25.46,53.25,103.81,1.61,0.54,22.12,31.82,0,20.06
31/12/1985,98.68,22.62,34.56,57.5,2.38,0.47,29.5,30.23,0,18.26
31/1/1986,98.71,23.46,23.19,58.62,2.32,0.43,18.19,31.25,0,20.22
28/2/1986,98.45,28.49,20.62,67.75,2.48,0.41,25.85,34,0,21.03
31/3/1986,98.39,30.94,30.81,134.5,2.25,0.41,51.34,36.6,5.27,21.8
30/4/1986,98.23,32.6,48.12,226.94,2.81,0.41,71.03,37.84,21.09,21.7
31/5/1986,98.44,31.17,54.81,222.81,2.69,0.42,62.62,37.71,73.83,21.22
30/6/1986,98.56,29.78,61.38,220.06,2.72,0.45,55.61,37.27,116.02,21.31
31/7/1986,98.79,26.68,76,228.25,2.19,0.5,68.32,37.3,200.39,17.84
31/8/1986,98.72,26.12,79.75,219.06,1.68,0.55,68.64,37.45,210.94,18.77
30/9/1986,98.74,26.01,82.44,212.38,1.54,0.65,59.84,36.74,263.67,18.45
31/10/1986,98.69,26.23,71,192.94,1.48,0.64,41.52,34.62,79.1,20.3
30/11/1986,98.63,24.98,56.06,78.88,1.71,0.57,33.19,31.84,0,19.71
31/12/1986,98.86,21.55,38.56,67.5,2.41,0.49,28.8,30.24,0,17.41
31/1/1987,98.76,24.56,28.25,72.62,2.34,0.45,9.16,31.23,0,21.2
28/2/1987,98.58,27.98,17.88,68.38,2.37,0.42,25.97,33.98,0,20.97
31/3/1987,98.39,30.65,25.5,96.25,2.49,0.41,55.39,36.58,0,21.89
30/4/1987,98.42,32.49,20.44,94.5,2.61,0.41,45.55,37.83,5.27,24.44
31/5/1987,98.28,34.11,38.25,200.81,2.66,0.41,48.28,37.71,5.27,22.61
30/6/1987,98.65,30.34,60,214.81,2.58,0.42,63.86,37.28,94.92,19.86
31/7/1987,98.57,29.06,66.25,209.75,2.38,0.45,65.58,37.3,105.47,19.45
31/8/1987,98.61,27.32,76.56,214.81,1.83,0.48,72.37,37.46,158.2,18.01
30/9/1987,98.65,27.68,74.06,206.69,1.81,0.49,61.91,36.76,110.74,20.49
31/10/1987,98.59,28.2,61.12,186.56,1.77,0.48,45.4,34.65,31.64,21.04
30/11/1987,98.63,27.26,33.44,88.38,1.9,0.43,12.71,31.87,0,19.74
31/12/1987,98.73,25.88,23.38,66.81,2.45,0.41,22.43,30.25,0,16.27
31/1/1988,98.67,26.3,19.5,68.56,2.68,0.41,31.01,31.23,0,18.82
29/2/1988,98.46,27.92,13.94,64.31,2.89,0.4,27.58,34.01,0,20.7
31/3/1988,98.43,31.7,16.62,80.31,2.54,0.4,48.02,36.64,0,22.12
30/4/1988,98.26,33.31,42.12,222,2.76,0.4,67.1,37.85,15.82,19.59
31/5/1988,98.38,33.71,44.81,208.25,3.14,0.41,52.02,37.72,10.55,22.95
30/6/1988,98.59,28.86,68.19,216.19,2.69,0.45,65.12,37.28,158.2,21.25
31/7/1988,98.68,27.26,74.94,226.81,2.31,0.48,69.41,37.3,179.3,19.46
31/8/1988,98.61,25.94,83.75,232.5,1.82,0.57,73.89,37.46,284.77,18.84
30/9/1988,98.62,26.3,81.75,222.12,1.51,0.65,61.55,36.73,137.11,18.78
31/10/1988,98.57,26.65,66,114.06,1.5,0.58,35.24,34.59,0,21.73
30/11/1988,98.67,25.71,48.69,100.44,1.84,0.48,25.8,31.81,0,19.71
31/12/1988,98.66,24.13,32.44,59.25,2.37,0.45,34.11,30.24,0,17.53
31/1/1989,98.9,21.87,21.06,69.62,3.23,0.42,13.24,31.29,0,20.62
28/2/1989,98.76,25.48,16.38,67.5,3.23,0.41,34,34.06,0,21.44
31/3/1989,98.34,29.59,24.81,71.69,2.67,0.41,48.55,36.64,15.82,22.05
30/4/1989,98.21,32.74,34.75,206.94,2.5,0.41,57.28,37.87,10.55,21.97
31/5/1989,98.44,32.46,48.31,195.44,2.81,0.41,53.73,37.74,47.46,22.62
30/6/1989,98.61,29.84,60.94,203.88,2.71,0.42,72.75,37.29,116.02,19.83
31/7/1989,98.74,26.55,76.62,218.75,2.13,0.48,72.48,37.33,174.02,16.97
31/8/1989,98.68,25.9,82.31,227.31,1.82,0.56,72.59,37.48,274.22,17.8
30/9/1989,98.59,26.23,80.88,214.25,1.59,0.62,60.98,36.74,126.56,19.91
31/10/1989,98.66,26.12,71.38,154.75,1.44,0.61,44.26,34.63,68.55,20.39
30/11/1989,98.63,25.05,51.44,91.06,1.85,0.52,11.16,31.84,0,21.18
31/12/1989,98.73,23.8,40.25,78.81,2.19,0.46,33.29,30.25,0,18.03
31/1/1990,98.6,25.94,31.25,78.06,2.44,0.43,29.25,31.28,0,18.45
28/2/1990,98.67,26.72,18.62,69.56,2.88,0.41,31.84,34.03,0,22.02
31/3/1990,98.6,29.22,14,71.31,3.11,0.41,26.57,36.62,0,22.49
30/4/1990,98.24,33.77,39.62,230.75,2.95,0.41,62.12,37.87,15.82,22.16
31/5/1990,98.46,31.08,58.12,215.25,2.84,0.41,58.2,37.73,79.1,20.77
30/6/1990,98.62,30.06,61.44,220.69,2.66,0.44,53.61,37.31,89.65,21.2
31/7/1990,98.68,27.38,72.31,222.38,2.14,0.47,72.29,37.32,147.66,17.32
31/8/1990,98.77,26.51,79.88,220.31,1.71,0.55,60.78,37.47,205.66,18.91
30/9/1990,98.68,26.8,77.38,216,1.6,0.55,63.39,36.77,110.74,19.35
31/10/1990,98.58,28.31,60.94,167.5,1.66,0.5,31.17,34.64,0,21.48
30/11/1990,98.54,28.56,41.88,108.81,1.74,0.45,30.11,31.84,0,20.13
31/12/1990,98.55,27.8,27.75,49.75,1.95,0.42,30.34,30.25,0,17.34
31/1/1991,98.7,26.05,19.19,63.5,2.59,0.41,18.56,31.25,0,18.43
28/2/1991,98.45,30.69,22.19,50.5,2.09,0.41,38.7,34,0,20.94
31/3/1991,98.31,31.69,28.75,61.44,2.3,0.41,52.06,36.61,21.09,21.37
30/4/1991,98.28,33.3,38.5,234.69,2.8,0.4,61.94,37.88,26.37,20.79
31/5/1991,98.46,29.49,67.12,220.56,2.38,0.44,72.02,37.74,179.3,19.11
30/6/1991,98.62,28.87,69.62,221.56,2.32,0.49,48.09,37.29,94.92,21.16
31/7/1991,98.75,26.63,78.56,224.69,1.93,0.52,67.07,37.32,189.84,17.89
31/8/1991,98.75,25.56,84.81,233,1.8,0.59,70,37.48,168.75,18.4
30/9/1991,98.74,27.09,76.62,224.19,1.54,0.57,48.09,36.78,15.82,20.6
31/10/1991,98.6,27.68,66.69,218,1.62,0.51,43.04,34.65,31.64,21.55
30/11/1991,98.67,26,41.62,90.38,1.85,0.45,26.96,31.88,0,20.71
31/12/1991,98.78,23.92,28.75,71.31,2.48,0.42,14.45,30.24,0,18.07
31/1/1992,98.83,23.35,21.69,49.31,3.04,0.41,35.1,31.24,0,18.93
29/2/1992,98.75,26.44,14.12,66.69,3.3,0.41,27.67,34.03,0,21.44
31/3/1992,98.38,31.05,16.75,21.88,2.45,0.4,50.8,36.67,0,21.7
30/4/1992,98.33,33.05,37.88,196,2.71,0.41,59.55,37.87,15.82,22.4
31/5/1992,98.42,31.77,52.31,227.56,3.09,0.41,68.19,37.72,42.19,20.39
30/6/1992,98.59,30.18,59.69,215.31,2.64,0.42,49.88,37.29,68.55,20.81
31/7/1992,98.76,27.34,72,215.06,2.01,0.46,62.83,37.32,142.38,18.01
31/8/1992,98.79,25.8,81.19,223.06,1.8,0.52,77.24,37.46,247.85,17.98
30/9/1992,98.65,26.38,77.19,178.5,1.48,0.58,66.41,36.73,100.2,19.83
31/10/1992,98.61,28.08,59.12,167.62,1.74,0.5,32.39,34.58,10.55,21.93
30/11/1992,98.67,25.83,38.12,76.75,2.06,0.45,34.25,31.8,0,18.95
31/12/1992,98.72,23.84,26,70,2.16,0.42,18.86,30.24,0,17.15
31/1/1993,98.9,22.69,20.06,53.19,3.06,0.41,24.5,31.29,0,19.1
28/2/1993,98.59,27.51,16.25,52.38,2.74,0.41,33.28,34.03,0,21.61
31/3/1993,98.5,30.52,23.88,91.5,2.75,0.41,53.83,36.63,0,22.01
30/4/1993,98.26,33.39,26.88,202.75,2.62,0.4,50.77,37.86,10.55,22.41
31/5/1993,98.33,32.37,53.69,229.88,3.31,0.41,65.02,37.72,47.46,20.89
30/6/1993,98.63,30.76,56.69,211,2.59,0.42,55.16,37.28,73.83,20.4
31/7/1993,98.7,27.7,71.69,217,2.02,0.47,67.23,37.31,168.75,18.63
31/8/1993,98.74,26.95,76.25,215,1.59,0.51,64.73,37.47,142.38,18.62
30/9/1993,98.67,26.97,76.31,212.88,1.59,0.52,60.66,36.73,110.74,19.68
31/10/1993,98.56,29.56,57,175.38,1.75,0.47,38.28,34.59,5.27,21.57
30/11/1993,98.45,29.06,39.19,111.19,1.59,0.43,24.64,31.81,0,20.25
31/12/1993,98.67,25.77,25.44,61.12,2.48,0.41,16.2,30.23,0,16.9
31/1/1994,98.62,25.55,21.56,58.44,2.7,0.41,23.88,31.26,0,16.95
28/2/1994,98.64,26.64,13.5,64.12,2.88,0.4,14.38,34.02,0,20.98
31/3/1994,98.35,32.41,24.06,110.5,2.11,0.4,49.27,36.61,0,23.79
30/4/1994,98.23,33.69,34.88,234.38,2.74,0.4,68.82,37.85,26.37,23.53
31/5/1994,98.45,31.98,51.62,227.5,2.73,0.41,70.41,37.71,58.01,20.94
30/6/1994,98.63,29.89,60.12,224.69,2.75,0.43,54.73,37.28,79.1,21.15
31/7/1994,98.7,27.69,70.94,220.81,2.4,0.46,69.09,37.3,147.66,18.43
31/8/1994,98.67,25.66,83.88,227.75,1.87,0.56,75.98,37.46,274.22,16.84
30/9/1994,98.68,26.45,81.69,202.19,1.45,0.62,62.39,36.74,158.2,20.84
31/10/1994,98.6,26.85,76.5,195.62,1.32,0.59,52.3,34.61,36.91,21.24
30/11/1994,98.75,24.23,51.56,82.81,1.92,0.51,13.43,31.84,0,20.53
31/12/1994,98.92,21.21,36.81,65.62,2.73,0.45,20.83,30.23,0,16.24
31/1/1995,98.85,22.98,24.81,51.31,2.63,0.43,10.42,31.24,0,17.93
28/2/1995,98.75,25.6,18.5,61.56,2.68,0.41,24.84,33.99,0,20.51
31/3/1995,98.35,32.17,26.5,102.56,2.27,0.41,40.83,36.59,0,22.5
30/4/1995,98.22,32.33,47.44,217.56,2.46,0.42,60.98,37.84,68.55,21.04
31/5/1995,98.41,31.63,54.5,214.75,2.7,0.43,62.98,37.71,21.09,20.81
30/6/1995,98.56,30.54,59.44,217.56,2.82,0.42,50.9,37.28,47.46,20.69
31/7/1995,98.53,28.44,68,221.88,2.27,0.45,68.34,37.3,137.11,18.76
31/8/1995,98.63,26.44,82.12,223.38,1.68,0.55,71.38,37.46,279.49,17.99
30/9/1995,98.69,26.76,80.06,201.19,1.45,0.58,58.9,36.75,94.92,20.11
31/10/1995,98.55,27.77,69.56,203.31,1.65,0.52,39.52,34.63,10.55,22.01
30/11/1995,98.68,25.29,46.81,90.88,1.91,0.46,23.41,31.85,0,19.42
31/12/1995,98.73,25.3,36.19,88,2.16,0.43,14.53,30.23,0,17.58
31/1/1996,98.53,25.83,21.06,66.44,2.29,0.41,21.97,31.22,0,19.82
29/2/1996,98.4,28.76,21.5,73.44,2.15,0.41,34.27,34.01,0,20.97
31/3/1996,98.3,31.92,21.69,47.88,2.16,0.41,41.93,36.64,0,23.2
30/4/1996,98.23,33.71,33.75,242.56,2.52,0.4,60.48,37.85,10.55,21.36
31/5/1996,98.38,32.11,52.75,211.62,2.95,0.41,58.54,37.7,79.1,20.89
30/6/1996,98.62,28.59,69.44,213.69,2.39,0.46,54.37,37.27,126.56,21.15
31/7/1996,98.74,27.13,74.62,218.69,2.15,0.48,63.68,37.3,158.2,19.63
31/8/1996,98.69,26.32,80.62,224.69,1.77,0.52,69.68,37.45,195.12,17.54
30/9/1996,98.63,26.45,81.19,200.5,1.56,0.59,65.64,36.71,168.75,18.52
31/10/1996,98.62,26.48,70.12,153.44,1.59,0.55,33.38,34.57,26.37,21.24
30/11/1996,98.67,23.74,44.31,87.44,1.98,0.48,5.24,31.79,0,20.16
31/12/1996,98.68,24.15,34,87.38,2.01,0.44,10.62,30.23,0,18.37
31/1/1997,98.65,25.05,20.88,63.31,2.31,0.41,17.34,31.28,0,19.41
28/2/1997,98.8,24.79,15.5,65,3.15,0.41,12.41,34.04,0,20.56
31/3/1997,98.46,29.9,31.75,60.69,2.48,0.41,56.42,36.63,31.64,21.97
30/4/1997,98.41,31.59,43.94,244.31,2.88,0.41,60.62,37.85,10.55,22.06
31/5/1997,98.59,29.83,62.81,209.94,2.55,0.44,56.69,37.71,94.92,21.36
30/6/1997,98.6,28.98,67.94,205.75,2.12,0.45,66.37,37.27,137.11,19.16
31/7/1997,98.72,27.71,74.25,220.25,2.12,0.48,54.24,37.3,126.56,18.8
31/8/1997,98.78,27.01,78.56,209.56,1.54,0.52,64.34,37.45,174.02,18.46
30/9/1997,98.68,27.6,74.75,183.25,1.53,0.52,58.81,36.72,73.83,19.66
31/10/1997,98.52,29.96,60.12,201.62,1.85,0.48,55.12,34.6,26.37,20.76
30/11/1997,98.58,28.02,37.25,98.69,1.81,0.43,31.37,31.82,0,20.14
31/12/1997,98.77,24.89,24.88,73.75,2.21,0.41,29.43,30.24,0,18.65
31/1/1998,98.73,24.8,19.69,66.44,2.72,0.41,17.07,31.27,0,19.04
28/2/1998,98.75,28.74,17.75,69.88,2.8,0.41,20.21,34.02,0,21.02
31/3/1998,98.53,29.51,11.94,54.69,2.98,0.4,26.7,36.62,0,23.51
30/4/1998,98.24,35.06,35.38,214.12,2.59,0.4,65.19,37.85,5.27,21.78
31/5/1998,98.47,31.87,58.88,223.62,2.95,0.42,51.16,37.72,116.02,24.35
30/6/1998,98.7,29.56,66.88,217.44,2.41,0.46,53.52,37.29,142.38,19.73
31/7/1998,98.68,27.76,74,221,1.97,0.5,67.37,37.32,195.12,17.93
31/8/1998,98.64,26.55,82.31,224.56,1.8,0.57,78.49,37.47,226.76,15.97
30/9/1998,98.65,26.57,82.44,220.12,1.41,0.62,70.09,36.75,168.75,18.16
31/10/1998,98.64,27.68,70,182.12,1.55,0.58,43.37,34.63,21.09,20.8
30/11/1998,98.58,26.94,46,100,1.57,0.48,18.28,31.84,0,20.31
31/12/1998,98.71,24.93,35.25,80.19,2.2,0.44,30.19,30.25,0,17.69
31/1/1999,98.58,25.31,22.75,58.81,2.39,0.42,20.03,31.26,0,19.05
28/2/1999,98.5,28.24,20.12,27.75,2.61,0.41,36.8,34.01,0,21.01
31/3/1999,98.17,32.73,24.5,40.69,2.02,0.41,46.8,36.62,0,23.32
30/4/1999,98.3,33.41,32.94,202.25,2.41,0.41,56.52,37.86,10.55,20.8
31/5/1999,98.4,32.63,47.44,207.12,2.18,0.42,56.98,37.74,121.29,21.42
30/6/1999,98.51,30.9,55.25,200.19,2.29,0.45,57.73,37.29,63.28,21.21
31/7/1999,98.66,27.94,69.44,226.25,2.16,0.46,75.43,37.32,110.74,17.39
31/8/1999,98.68,26.34,79.44,225.38,1.88,0.5,81.95,37.48,205.66,15.65
30/9/1999,98.6,26.39,81,204.06,1.29,0.58,69.73,36.77,184.57,18.05
31/10/1999,98.62,27.19,66.62,155.38,1.51,0.55,42.52,34.65,26.37,20.97
30/11/1999,98.61,26.37,38.19,75.62,1.89,0.48,21.8,31.86,0,20.3
31/12/1999,98.69,23.71,25.56,63.06,2.59,0.43,11.12,30.26,0,18.38
31/1/2000,98.52,26.61,24.44,66.88,2.69,0.41,28.68,31.25,0,18.88
29/2/2000,98.77,25.01,15.44,52.88,3.5,0.41,12.52,34.04,0,21.15
31/3/2000,98.41,29.44,14.38,58.88,2.85,0.41,30.58,36.66,0,22.52
30/4/2000,98.14,34.23,26.69,176,1.98,0.4,48.7,37.87,10.55,22.74
31/5/2000,98.32,34.16,39.06,211.56,2.49,0.41,52.11,37.72,36.91,22.33
30/6/2000,98.62,29.32,63.56,209.56,2.42,0.44,53.46,37.29,142.38,19.28
31/7/2000,98.62,27.4,71.12,214.75,2.02,0.48,73.22,37.33,116.02,17.52
31/8/2000,98.73,27.01,74.75,198.5,1.72,0.5,75.06,37.49,116.02,16.85
30/9/2000,98.6,27.51,72.75,186.19,1.66,0.48,60.79,36.73,105.47,18.95
31/10/2000,98.62,28.17,60.69,162.38,1.81,0.48,44.83,34.6,52.73,20.83
30/11/2000,98.54,27.09,35.81,90.06,1.8,0.43,24.65,31.81,0,20.21
31/12/2000,98.78,23.87,21.12,62.31,2.35,0.41,27.43,30.26,0,17.87
31/1/2001,98.79,23.39,15,62.75,2.7,0.41,34.43,31.32,0,20.12
28/2/2001,98.65,25.61,12.19,53.75,3.17,0.4,44.82,34.08,0,19.96
31/3/2001,98.39,30.66,12.38,70.81,2.28,0.4,56.71,36.65,0,21.68
30/4/2001,98.25,34.23,31.5,224,2.75,0.4,67.25,37.86,0,21.54
31/5/2001,98.41,32.92,48.19,218.31,3.15,0.41,75.75,37.74,26.37,20.92
30/6/2001,98.61,30.8,55.69,225.06,2.81,0.41,73.78,37.3,63.28,19.84
31/7/2001,98.69,28.23,68.62,221.69,2.13,0.44,74.77,37.33,152.93,18.7
31/8/2001,98.81,26.88,78.38,228.44,1.67,0.51,80.05,37.47,189.84,16.35
30/9/2001,98.68,26.66,78.69,198.88,1.52,0.55,67,36.73,121.29,19.31
